Protein,FS1 A H322,FS1 B H322,FS2 A H322,FS2 B H322,FP1 A H322,FP1 B H322,FP2 A H322,FP2 B H322,FP3 A H322,FP3 B H322,MIN PSMs for quant
PRDM11,0.749,0.7259,1.2911,1.4169,1.4706,1.3792,1.0216,1.01,1.2072,0.872,5
PRDM15,0.6842,0.6646,0.6581,0.609,1.5858,1.6325,0.6924,0.7043,2.1772,1.8183,23
PRDM2,0.4201,0.4686,0.6565,0.6288,2.6454,2.8369,0.7338,0.7437,0.8816,0.87,36
PRDM4,0.5751,0.589,1.037,1.0764,1.2148,1.2738,1.1625,1.1731,1.2991,1.197,4
PRDM5,1.4363,1.5077,0.7752,0.7698,1.2977,1.4684,1.0305,0.9317,1.5009,1.3141,2
PRDX1,5.0178,5.2842,1.2537,1.4428,0.3748,0.4235,0.3883,0.3948,0.3588,0.3558,572
PRDX2,4.5661,4.7691,1.2343,1.4136,0.4744,0.5,0.4621,0.47,0.4545,0.4668,372
PRDX3,0.4448,0.4384,0.8466,0.9733,1.096,1.0706,2.2266,1.9074,0.6413,0.6139,422
PRDX4,0.7619,0.7483,0.9337,0.8938,1.0836,0.9786,1.5861,1.3356,1.1467,1.1922,213
PRDX5,2.1841,2.3888,0.9603,1.0402,0.8016,0.7849,1.6006,1.4024,0.5646,0.5348,351
PRDX6,5.1389,5.7828,1.2151,1.2984,0.353,0.3978,0.3649,0.3679,0.3185,0.3096,557
PREB,0.6773,0.6284,0.4522,0.4331,1.1905,1.0822,1.6694,1.5231,1.3394,1.4431,107
PRELID1,0.2501,0.2596,0.771,0.8655,1.1099,1.1789,2.1919,1.7743,1.0646,0.9486,3
PRELP,2.3682,2.0652,1.6115,1.1758,1.1159,0.9493,0.6624,0.8708,0.6855,1.0967,17
PREP,4.509,4.8853,1.5662,1.3984,0.4605,0.4814,0.4253,0.414,0.3775,0.3817,222
PREPL,2.932,2.995,1.0797,1.095,0.7389,0.7484,1.2457,1.1081,0.5563,0.5165,67
PRG4,0.4705,0.4593,0.5038,0.4517,1.2729,1.1633,1.4656,1.5217,1.9633,1.8417,3
PRICKLE1,1.2281,1.1391,0.8423,0.7425,0.9729,1.0316,1.6398,1.5072,1.2422,1.1811,1
PRIM1,1.901,1.984,2.5127,2.1831,0.7076,0.6694,0.6348,0.6597,0.725,0.6855,42
PRIM2,1.0982,1.2049,2.4206,2.128,0.8083,0.8175,0.7709,0.7919,0.8305,0.7925,30
PRIMPOL,3.5233,3.3724,1.2658,1.4205,0.6465,0.7631,0.6618,0.6584,0.7303,0.7302,4
PRKAA1,3.2537,3.0351,1.0571,1.1343,0.6529,0.7628,0.7909,0.9419,0.7892,0.918,44
PRKAA2,3.0185,3.398,1.388,1.4779,0.697,0.765,0.7697,0.7137,0.6271,0.794,1
PRKAB1,3.4318,3.5157,1.0358,1.1543,0.7906,0.8236,0.8907,0.8971,0.6762,0.7823,13
PRKAB2,3.3458,3.4392,1.0188,1.1098,0.714,0.7712,0.7784,0.9119,0.7038,0.8782,14
PRKACA,1.6776,1.6397,1.5639,1.4602,0.7048,0.7641,0.9973,0.9377,1.2965,1.1485,27
PRKACB,1.5699,1.5398,1.3772,1.3504,0.6521,0.7121,1.0491,1.0832,1.3094,1.2592,23
PRKACG,1.5766,1.7083,1.5256,1.315,0.6787,0.6915,1.0909,1.1237,1.3622,1.2236,3
PRKAG1,3.608,3.6686,1.0837,1.1786,0.6256,0.6826,0.8054,0.968,0.6964,0.8214,35
PRKAG2,3.2328,3.152,1.1304,1.1046,0.6654,0.8116,0.921,1.116,0.7244,0.7378,3
PRKAR1A,2.4541,2.4569,1.3681,1.5106,0.8066,0.7533,0.9372,0.8667,0.8048,0.8253,45
PRKAR1B,2.516,2.5267,1.4192,1.5097,0.7295,0.7052,0.9537,0.8783,0.9574,0.7935,15
PRKAR2A,1.3147,1.3058,1.5125,1.3993,0.7612,0.8281,1.1445,1.1191,1.2504,1.181,155
PRKAR2B,1.4072,1.5079,1.4701,1.2338,0.6932,0.7371,1.0582,1.1436,1.247,1.1845,8
PRKCA,3.5571,4.5648,1.1565,1.0482,0.6656,0.5629,0.7927,0.4933,0.6365,0.5678,20
PRKCD,3.5242,3.8344,0.6418,0.7191,0.8648,0.6866,1.0141,0.8247,0.7159,0.682,71
PRKCE,3.324,3.7204,0.6994,0.7326,0.9569,0.7851,1.0683,0.8786,0.709,0.6946,20
PRKCH,1.2716,1.4142,0.4943,0.4874,1.1794,1.0128,1.567,1.3673,1.3811,1.3227,22
PRKCI,2.8628,2.8021,1.0986,1.0668,0.7461,0.8659,0.7955,0.8822,0.9211,0.9202,46
PRKCSH,0.4417,0.4418,1.5139,1.5253,1.0397,0.9096,1.5776,1.2507,0.9171,0.9799,643
PRKCZ,4.609,4.6981,1.0011,1.032,0.4902,0.5368,0.6352,0.5816,0.6446,0.5396,13
PRKD1,3.1707,3.7264,0.6958,0.7626,0.7006,0.6869,0.9089,0.8964,1.1181,1.0962,22
PRKD2,3.3475,3.3356,0.7124,0.8048,0.6509,0.6514,0.826,0.8808,1.0776,1.057,30
PRKD3,2.8652,2.8628,0.8427,0.9022,0.6074,0.6705,0.985,0.9585,1.1974,1.0663,10
PRKDC,0.4817,0.4994,1.6505,1.3726,0.9802,1.1495,0.8325,0.9353,1.705,1.5206,2165
PRKG1,1.2963,0.9102,2.4068,1.0864,1.2792,1.0372,0.9468,0.7811,0.7417,1.2943,3
PRKRA,0.6552,0.6596,0.5032,0.486,0.5754,0.5859,0.7673,0.7556,3.7108,2.9503,62
PRKRIP1,0.7483,0.814,1.7108,1.5806,1.568,1.6544,0.6119,0.652,1.0266,0.9996,17
PRKRIR,0.5719,0.5948,1.3459,1.3101,1.337,1.3751,0.6737,0.6351,1.7477,1.5441,46
PRKX,3.834,4.0244,0.9682,1.2329,0.5264,0.6618,0.5591,0.7043,0.776,0.8132,3
PRMT1,1.2202,1.2176,2.5301,2.3048,0.8048,0.8005,0.5537,0.5472,0.9833,0.9236,215
PRMT10,2.4738,2.4851,1.6963,1.7242,0.652,0.6973,0.7667,0.7707,0.8941,0.8446,24
PRMT2,1.8061,1.811,2.042,1.9518,0.8711,0.9666,0.7507,0.7533,0.915,0.7621,4
PRMT3,4.3152,4.4752,1.2318,1.3651,0.4695,0.5066,0.5493,0.5712,0.4755,0.5032,47
PRMT5,2.3579,2.3182,1.8889,1.8733,0.6443,0.6874,0.5793,0.6257,0.9424,0.952,148
PRMT6,0.7767,0.866,2.2526,1.9705,0.7675,0.7864,0.7798,0.7446,0.9128,0.9705,18
PRMT7,3.7977,3.9743,1.2566,1.3571,0.608,0.6441,0.671,0.6466,0.5594,0.5713,38
PRMT8,1.152,1.1546,2.1043,2.1749,0.8812,0.8313,0.606,0.6223,1.0289,0.9822,3
PRNP,0.5756,0.5151,0.5382,0.3885,1.3593,1.2702,1.5582,1.5409,1.5049,1.367,36
PRODH,0.6841,0.714,0.5174,0.5053,1.0778,1.0285,2.2037,2.0596,0.7786,0.7963,28
PROM2,0.6621,0.6366,0.3966,0.3921,1.2851,1.2833,1.5974,1.5482,1.4125,1.3172,20
PROS1,1.4401,0.9592,0.7294,0.9782,0.821,1.0051,1.5528,1.2607,1.6581,1.1466,18
PROSC,3.7485,4.0196,1.2749,1.1589,0.5598,0.6093,0.7965,0.7543,0.4876,0.4826,30
PROSER1,1.2064,1.1868,1.6376,1.6586,1.2047,1.1876,0.7799,0.8456,0.9459,0.8669,11
PROSER2,2.5709,2.7406,1.4781,1.4622,0.7899,0.7769,0.8976,0.8557,0.6842,0.6894,11
PRPF18,1.0325,1.1313,2.126,1.8503,1.029,1.3285,0.8522,0.8273,0.7681,0.7194,14
PRPF19,0.6233,0.6585,0.8049,0.8263,1.5617,1.6147,0.6994,0.6844,1.966,1.7215,253
PRPF3,0.5127,0.4845,0.7667,0.7436,1.7532,1.7201,0.7097,0.6667,1.9201,1.665,133
PRPF31,0.4601,0.4966,0.788,0.779,1.7032,1.7892,0.8171,0.8243,1.7748,1.6026,112
PRPF38A,0.5186,0.5516,0.6751,0.6668,2.2887,2.3416,0.8354,0.8383,0.9554,0.9527,48
PRPF38B,0.5667,0.5979,1.4435,1.3558,1.0874,1.108,1.2268,1.1507,0.9881,1.1143,47
PRPF39,0.6213,0.692,2.447,2.2562,0.7293,0.7794,0.8917,0.8894,0.775,0.7976,66
PRPF4,0.5039,0.4851,0.7672,0.7259,1.6761,1.7147,0.7074,0.7444,1.84,1.6185,106
PRPF40A,0.3797,0.4138,1.8363,1.9164,1.8009,1.6807,0.6779,0.6686,0.6239,0.6061,140
PRPF40B,0.5285,0.5778,2.5256,2.4365,0.8473,0.819,0.6412,0.6929,0.8816,0.7263,9
PRPF4B,0.419,0.4106,0.7257,0.7327,2.4477,2.4804,0.7102,0.7259,0.921,0.9463,143
PRPF6,0.4982,0.4698,0.8923,0.9174,1.8189,1.829,0.7946,0.7766,1.4147,1.4231,212
PRPF8,0.5707,0.5604,0.7199,0.6889,2.0642,2.141,0.7165,0.7134,1.3096,1.2816,709
PRPS1,4.4207,4.7059,1.3971,1.5778,0.3784,0.4255,0.4587,0.4357,0.4426,0.545,18
PRPS2,4.2736,4.5483,1.3149,1.4584,0.5057,0.4932,0.4116,0.4582,0.5854,0.6147,14
PRPSAP1,4.195,4.2834,1.3693,1.427,0.5113,0.5799,0.5149,0.5252,0.561,0.6383,28
PRPSAP2,4.5163,4.5149,1.3981,1.4451,0.4405,0.463,0.4889,0.4844,0.514,0.5336,33
PRR11,0.3957,0.2177,0.3388,0.2182,1.0705,0.9883,2.0128,1.844,1.3416,1.407,8
PRR12,0.5062,0.4539,1.2955,1.3622,1.6777,1.7564,0.746,0.7462,1.3971,1.1569,58
PRR14,0.5667,0.6917,0.4911,0.4677,2.6871,2.8275,0.8709,0.8564,0.7009,0.701,15
PRR14L,1.7227,1.7601,1.7049,1.7168,1.0852,1.1071,0.7388,0.7492,0.9304,0.9267,36
PRR15,3.4342,3.597,1.5542,1.5965,0.6563,0.6445,0.6101,0.6029,0.5932,0.6086,12
PRR15L,1.7275,1.7695,1.5532,1.5088,0.6822,0.5999,0.6828,0.7487,1.3609,1.2403,3
PRR3,0.2243,0.2608,1.0538,0.7698,1.4184,1.5243,0.6868,0.6174,2.5676,2.0387,4
PRR5,2.4467,2.6227,1.1568,1.1563,0.8803,0.7364,0.8117,0.95,1.1717,0.9925,3
PRRC1,1.6123,1.6286,1.4415,1.3528,0.6495,0.7156,0.9357,0.9827,1.5667,1.3951,46
PRRC2A,0.5458,0.5206,1.3126,1.2749,0.7764,0.7606,0.9399,0.8712,2.2669,1.8049,197
PRRC2B,0.4731,0.3988,1.5316,1.3648,0.729,0.7187,0.8568,0.8303,2.3448,2.0576,100
PRRC2C,0.4817,0.4692,1.2797,1.2482,0.6643,0.673,0.849,0.7747,2.6041,2.0506,529
PRRG1,0.9059,0.8666,0.4529,0.4428,1.201,1.179,1.8288,1.6784,1.2904,1.2684,2
PRRG4,0.8807,0.8926,0.6449,0.481,1.3465,1.3061,1.5471,1.3194,1.1767,1.1698,8
PRSS12,0.4039,0.4822,0.6595,0.6763,1.1361,1.0748,1.5705,1.2667,1.7631,1.6165,7
PRSS22,0.8143,1.0376,1.345,1.2824,1.0785,1.169,1.1821,1.0284,1.3425,1.1532,4
PRSS23,1.1411,0.9896,0.8612,0.6277,1.0499,1.0453,1.2809,1.0782,1.9779,1.5231,14
PRSS27,0.2508,0.2807,1.254,1.2339,1.2233,1.182,1.5841,1.3528,1.2825,1.1517,2
PRSS8,0.6018,0.5865,0.4811,0.4774,1.2376,1.2497,1.4223,1.4196,1.7801,1.5861,119
PRTFDC1,4.3731,5.2423,0.9326,1.0223,0.4813,0.3865,0.7309,0.6058,0.6447,0.6325,3
PRUNE,4.5772,5.0306,0.77,0.8312,0.4456,0.5208,0.6853,0.6823,0.5571,0.6226,27
PSAP,0.4032,0.3776,0.9228,0.9543,0.7778,0.8098,2.0174,1.7873,1.2248,0.9393,317
PSAT1,5.41,5.8184,1.1498,1.1473,0.3326,0.3393,0.3462,0.3153,0.396,0.3696,18
PSD3,1.1737,1.1321,1.1275,1.2013,1.1169,1.1092,1.2561,1.2627,0.9079,0.9852,20
PSD4,1.8652,1.6507,1.2107,1.2321,0.9133,0.8414,0.9902,1.0759,0.9942,1.0329,17
PSEN1,0.6095,0.5505,0.4251,0.361,1.4121,1.3887,1.5502,1.403,1.3868,1.216,22
PSEN2,0.4284,0.4541,0.3343,0.3031,0.7909,0.7434,1.8406,1.6557,2.4693,2.1174,11
PSIP1,0.3367,0.3524,0.9871,0.9618,1.8554,1.9507,0.8259,0.8733,1.2966,1.081,243
PSKH1,1.0173,1.0438,0.8958,0.8932,1.0595,1.0336,1.2002,1.2165,1.7396,1.5786,2
PSMA1,2.6842,2.6388,1.3693,1.3312,0.6715,0.6808,0.5116,0.5191,1.4985,1.4317,181
PSMA3,2.5285,2.4801,1.4123,1.394,0.7303,0.7376,0.544,0.5559,1.4328,1.3685,313
PSMA4,2.772,2.7092,1.4468,1.3899,0.6573,0.6708,0.4807,0.4872,1.4621,1.3975,319
PSMA5,2.7596,2.74,1.3695,1.3303,0.6807,0.6828,0.5406,0.5368,1.4564,1.39,264
PSMA6,2.7315,2.6796,1.4564,1.4036,0.6449,0.66,0.4994,0.491,1.4614,1.3661,314
PSMA7,2.7775,2.7283,1.5063,1.4486,0.7088,0.6991,0.4748,0.4727,1.3689,1.2678,178
PSMB1,2.3203,2.291,1.3144,1.2601,0.7657,0.7507,0.6748,0.6618,1.4811,1.3789,244
PSMB10,2.8281,2.921,1.334,1.2799,0.7328,0.7031,0.6416,0.6356,1.227,1.1857,23
PSMB2,2.7489,2.682,1.4083,1.3814,0.6228,0.663,0.5059,0.5283,1.444,1.403,106
PSMB3,2.8861,2.8511,1.432,1.3876,0.6291,0.5597,0.4253,0.3986,1.6371,1.4787,103
PSMB4,2.618,2.5729,1.3194,1.2796,0.7036,0.7441,0.6424,0.6234,1.408,1.3481,130
PSMB5,2.413,2.3072,1.3128,1.2791,0.6991,0.7312,0.6049,0.604,1.4472,1.414,197
PSMB6,2.4573,2.4268,1.2581,1.2449,0.7857,0.8322,0.6383,0.6354,1.3971,1.4061,107
PSMB7,2.5752,2.5157,1.3443,1.3247,0.7404,0.7359,0.5551,0.5444,1.5174,1.453,178
PSMC1,2.0705,2.1347,1.1447,1.1229,0.8622,0.8772,0.689,0.6934,1.6338,1.5352,373
PSMC2,1.797,1.8134,1.2182,1.1997,0.8691,0.88,0.6207,0.6153,1.7696,1.7029,416
PSMC3,2.8109,2.8147,1.3021,1.3145,0.7133,0.7302,0.5432,0.5397,1.3845,1.3046,480
PSMC3IP,2.5724,2.9441,2.6592,2.3103,0.4884,0.5655,0.505,0.4937,0.5452,0.4252,2
PSMC4,2.0957,2.0713,1.3028,1.3354,0.8055,0.8076,0.5737,0.571,1.6286,1.5587,287
PSMC5,2.0608,2.0766,1.254,1.2348,0.8536,0.8533,0.6404,0.6358,1.6149,1.5435,455
PSMC6,2.3207,2.3722,1.1534,1.1617,0.8287,0.8311,0.7076,0.709,1.4057,1.3737,424
PSMD1,2.014,2.0043,1.2435,1.257,0.8243,0.828,0.5918,0.5757,1.7703,1.6805,465
PSMD10,4.0275,4.1202,1.2505,1.2774,0.4688,0.5348,0.6868,0.6817,0.6233,0.627,48
PSMD11,2.2379,2.2741,1.1938,1.1803,0.8347,0.8258,0.603,0.6061,1.6458,1.534,405
PSMD12,2.0663,2.0732,1.2323,1.1765,0.8852,0.8888,0.6813,0.6745,1.5472,1.4526,246
PSMD13,2.0933,2.0655,1.1913,1.1637,0.8606,0.8782,0.6616,0.6857,1.6207,1.4917,268
PSMD14,1.9252,1.9964,1.1902,1.1948,0.8769,0.9204,0.6322,0.611,1.6948,1.5563,128
PSMD2,2.3634,2.4244,1.1934,1.2028,0.7907,0.7986,0.6551,0.6433,1.4734,1.4122,565
PSMD3,2.0271,2.0206,1.2226,1.222,0.871,0.8718,0.6153,0.6072,1.6893,1.6049,426
PSMD4,2.0058,2.1044,1.4245,1.4024,0.8225,0.8589,0.5521,0.5479,1.6186,1.5573,124
PSMD5,3.801,4.3195,1.1152,1.0639,0.5488,0.5362,0.623,0.6057,0.9637,0.8571,87
PSMD6,1.9442,1.9284,1.2408,1.1898,0.8744,0.8751,0.6702,0.6519,1.6378,1.5204,287
PSMD7,1.9319,1.8844,1.1824,1.2046,0.8441,0.8938,0.7719,0.7488,1.5989,1.509,94
PSMD8,1.8973,1.8349,1.1744,1.1805,0.8624,0.8955,0.6526,0.6362,1.7127,1.6069,114
PSMD9,4.7255,4.4189,1.3576,1.4582,0.4641,0.5465,0.4339,0.4327,0.4691,0.4486,19
PSME1,3.6352,3.959,1.3327,1.2432,0.5608,0.5957,0.6851,0.7184,0.5975,0.6183,457
PSME2,3.302,3.6251,1.2039,1.0979,0.6238,0.6697,0.735,0.7879,0.7317,0.7746,286
PSME3,0.6173,0.7141,1.9212,1.8024,0.9346,0.9774,0.9317,0.9479,1.0935,1.0674,227
PSME4,2.6425,2.6015,1.4427,1.4537,0.626,0.6392,0.5116,0.5118,1.53,1.3838,167
PSMF1,3.8354,4.0921,0.8999,1.0065,0.5053,0.6269,0.7792,0.7501,0.8138,0.7444,7
PSMG1,3.7218,3.5799,1.9629,1.6994,0.3944,0.4586,0.3922,0.3705,0.5297,0.5164,28
PSMG2,2.9129,3.1097,1.8327,1.8089,0.5881,0.6248,0.634,0.5785,0.6974,0.6394,27
PSMG3,3.5744,3.5498,1.9026,1.7501,0.4436,0.5238,0.4135,0.4336,0.4894,0.5171,16
PSMG4,2.7067,3.201,2.1578,2.0592,0.5755,0.6081,0.4546,0.463,0.5925,0.544,11
PSPC1,0.5038,0.5361,2.2612,2.2777,1.2805,1.2753,0.6865,0.6723,0.721,0.6721,230
PSPH,4.6279,5.0599,1.3113,1.3485,0.5461,0.5129,0.3667,0.4008,0.417,0.3931,24
PSRC1,1.4018,1.2075,1.9377,2.2428,0.8084,0.9122,0.8162,0.7461,1.1925,0.9064,1
PSTK,4.2503,4.3367,0.9891,1.0429,0.4232,0.5292,0.5176,0.6392,0.5407,0.5553,3
PSTPIP2,3.29,3.3541,1.4744,1.6333,0.5906,0.5997,0.6623,0.7546,0.5187,0.6305,20
PTAFR,0.4097,0.5112,0.1928,0.3064,1.4734,1.4845,1.8278,1.761,1.1439,1.0832,1
PTAR1,3.4586,4.1853,1.3377,1.2908,0.5824,0.5392,0.6023,0.6802,0.6883,0.6065,17
PTBP1,0.4611,0.4952,1.222,1.0643,1.4081,1.5101,0.8414,0.8757,1.6466,1.3899,283
PTBP2,1.1361,1.0813,1.2153,1.3249,1.1615,1.1926,0.7064,0.8139,1.4616,1.2329,17
PTBP3,1.0352,1.0802,0.9138,0.8768,1.2619,1.2753,1.0274,1.0313,1.6595,1.4081,55
PTCD2,0.3042,0.3373,0.4754,0.5007,1.1682,1.1069,2.2817,2.0374,1.0446,0.9924,10
PTCD3,0.4797,0.4799,0.5524,0.5527,1.0914,1.0432,1.9269,1.7496,1.2135,1.1916,174
PTDSS1,0.4341,0.4357,0.3603,0.3705,1.1678,1.111,2.0155,1.8446,1.1818,1.2828,45
PTDSS2,0.3974,0.3723,0.3251,0.2732,1.3262,1.2567,1.7737,1.6178,1.2402,1.3507,16
PTEN,3.3227,3.5033,1.4787,1.4363,0.6355,0.6836,0.707,0.6659,0.503,0.4675,17
PTER,4.4762,5.0693,1.3572,1.3839,0.422,0.4698,0.5115,0.5298,0.4451,0.4166,38
PTGES,0.7547,0.7542,0.4877,0.4858,1.1852,1.1454,1.7819,1.6074,1.1703,1.2368,72
PTGES2,0.5355,0.4853,0.6554,0.6352,1.1368,1.1159,1.9292,1.8375,0.8335,0.8497,99
PTGES3,3.8647,4.1197,1.5692,1.7279,0.5383,0.5767,0.5105,0.5175,0.4598,0.477,159
PTGFRN,0.6032,0.6132,0.3744,0.3786,1.3622,1.3108,1.7649,1.6469,1.3116,1.2782,95
PTGIS,1.3656,0.6902,1.5706,0.9396,1.3239,1.1417,0.8937,0.7932,1.2295,1.8357,4
PTGR1,4.8674,5.3831,1.1887,1.1405,0.4225,0.438,0.4596,0.4755,0.4135,0.4009,116
PTGR2,4.3777,5.2112,1.4382,1.385,0.3824,0.4026,0.3957,0.4653,0.5072,0.5404,6
PTGS2,1.6067,1.9274,0.5873,0.6284,1.1526,1.1652,1.5417,1.336,1.037,1.0006,5
PTHLH,0.4472,0.6011,0.6934,0.6432,1.0183,1.0766,1.3633,1.1029,2.2431,1.8204,3
PTK2,2.6627,2.7563,1.3238,1.3986,0.6733,0.756,0.8206,0.8769,0.8041,0.8463,156
PTK2B,3.9612,4.0053,0.8518,0.9066,0.5808,0.6699,0.7568,0.8536,0.6847,0.7644,66
PTK6,4.0892,4.1985,1.135,1.1994,0.5484,0.5286,0.5484,0.5316,0.5794,0.5959,20
PTK7,0.5371,0.536,0.466,0.4139,1.5248,1.5318,1.739,1.6669,0.9625,0.9933,207
PTMA,4.1505,4.5377,1.9073,1.3837,0.4731,0.4425,0.3718,0.3428,0.4085,0.3982,219
PTMS,4.6047,5.1333,2.1311,1.5627,0.3285,0.3041,0.2515,0.2443,0.292,0.2997,24
PTOV1,2.8628,3.3089,1.6416,1.4176,0.5656,0.5925,0.6406,0.7127,0.9695,0.9764,1
PTP4A1,0.5175,0.4899,1.3166,1.228,1.3828,1.3374,1.4719,1.4895,0.816,0.83,5
PTP4A2,1.9256,1.8193,1.5242,1.6029,0.8966,0.9544,0.9883,0.9986,0.7102,0.662,7
PTP4A3,0.3881,0.4943,0.4414,0.4332,1.3021,1.3064,1.6803,1.7758,1.188,1.1516,3
PTPDC1,3.2982,2.8585,0.8941,0.7897,0.787,0.8374,1.0074,0.9881,0.8704,0.8757,9
PTPLA,0.5973,0.4802,0.478,0.3859,1.2315,1.2372,1.8217,1.707,1.1801,1.304,2
PTPLAD1,0.4945,0.5205,0.375,0.3687,1.2866,1.176,1.8432,1.6378,1.1443,1.2166,198
PTPLB,0.4717,0.4974,0.3676,0.2888,1.2858,1.1436,1.9088,1.7932,1.2505,1.3393,46
PTPMT1,0.3755,0.363,0.3425,0.3136,1.1416,1.1032,2.1263,2.0446,1.0368,1.0214,73
PTPN1,0.4525,0.4488,0.369,0.3674,1.1746,1.1181,1.9894,1.8095,1.2216,1.244,250
PTPN11,3.856,4.3601,1.1005,1.1026,0.6701,0.6743,0.6715,0.6894,0.5543,0.5587,99
PTPN12,4.0535,4.1697,1.1009,1.2469,0.5481,0.598,0.6997,0.752,0.5507,0.6379,61
PTPN13,0.8549,0.8205,0.7343,0.7228,1.2373,1.3081,1.489,1.5288,1.0935,1.1081,117
PTPN14,2.2099,1.9474,0.9568,1.0746,0.9369,1.0311,1.0467,1.0889,1.0193,1.033,23
PTPN18,2.3736,2.3969,1.4099,1.4183,0.7,0.7147,0.8877,0.9917,0.797,0.7354,5
PTPN2,1.1034,1.1683,1.2656,1.1599,0.9927,0.9732,1.4012,1.2493,1.0218,1.0442,64
PTPN21,2.466,2.3155,0.8897,1.0664,0.9898,1.0587,0.8859,0.93,0.9296,1.1288,4
PTPN22,0.5104,0.4718,0.3341,0.331,1.509,1.3806,2.2986,1.9208,0.8542,0.8198,1
PTPN23,3.1119,3.2206,0.9725,1.0472,0.6171,0.6993,0.9055,0.9622,0.8525,0.9141,133
PTPN3,0.908,0.8072,1.201,1.2158,1.1021,1.1403,1.2752,1.2444,1.1117,1.1073,48
PTPN4,3.2046,3.2568,0.8348,0.7621,0.7948,0.8483,1.1668,1.1027,0.8094,0.648,1
PTPN6,3.9911,4.2037,1.0338,1.1126,0.626,0.6615,0.7162,0.7187,0.5761,0.5863,105
PTPN9,1.3405,1.655,1.3321,1.1641,0.8023,0.7886,1.2547,1.1258,1.3268,1.1312,55
PTPRA,0.6338,0.559,0.6351,0.6148,1.313,1.3919,1.3956,1.4416,0.8346,0.8256,63
PTPRE,0.6105,0.6144,0.3682,0.363,1.5901,1.4741,1.7853,1.691,1.0297,1.0126,22
PTPRF,0.5082,0.4964,0.7361,0.6846,1.4023,1.3894,1.6615,1.6521,0.9172,0.9659,344
PTPRH,0.3291,0.2963,0.3573,0.3056,1.3494,1.3478,1.4111,1.3721,1.9551,1.5839,12
PTPRJ,0.4251,0.4148,0.3993,0.3972,1.3296,1.2989,1.4195,1.3649,1.9769,1.7117,49
PTPRK,0.3947,0.4132,0.749,0.6815,1.3973,1.4181,1.533,1.5754,0.9352,0.9742,97
PTPRM,0.5754,0.6621,0.9205,0.8476,1.3315,1.3778,1.5207,1.4705,1.0598,1.0005,17
PTPRS,0.5491,0.5537,0.7355,0.6675,1.3586,1.3159,1.6337,1.6207,1.1609,1.1574,72
PTPRU,0.7033,0.718,0.6356,0.5906,1.2455,1.16,1.5691,1.5639,1.3402,1.29,26
PTPRZ1,0.464,0.44,0.5271,0.5494,1.5209,1.4851,1.686,1.6662,1.0304,1.0052,36
PTRF,1.2459,0.8644,2.3892,1.0823,1.411,0.931,0.9369,0.7767,0.6108,1.3998,17
PTRH1,0.5184,0.3608,0.443,0.5401,1.1255,1.0731,1.8142,1.8246,1.002,1.0005,5
PTRH2,0.3271,0.3064,0.2684,0.2449,1.1695,1.0692,2.2317,2.0218,1.0642,1.1064,54
PTRHD1,3.8254,3.9625,1.0012,1.0451,0.6682,0.6857,0.8207,0.7382,0.619,0.5876,73
PTS,3.869,3.5396,1.2124,1.3037,0.5469,0.6665,0.482,0.6175,0.3337,0.4347,11
PTTG1,2.7362,2.9926,1.6388,1.6465,0.5843,0.6294,0.8134,0.8119,0.7704,0.775,1
PTTG1IP,0.3653,0.3947,0.2725,0.2919,1.0849,1.172,2.1945,1.9589,1.6501,1.0549,18
PUF60,1.2201,1.2293,2.3975,2.4137,0.9802,0.9156,0.6807,0.675,0.633,0.6394,259
PUM1,0.7544,0.7544,1.187,1.1873,0.7626,0.8429,1.0879,1.1227,1.8705,1.5834,93
PUM2,0.5098,0.4455,1.0136,1.0329,0.8511,0.888,0.89,0.8979,2.6285,2.1198,68
PURA,0.6339,0.6079,0.7919,0.7373,0.5514,0.6302,0.7378,0.7621,2.9913,2.559,45
PURB,0.6609,0.612,0.8323,0.814,0.5227,0.5293,0.7123,0.6648,3.4035,2.635,35
PUS1,0.6715,0.762,1.1969,1.1526,0.9644,1.0046,1.6547,1.5166,0.9881,0.8752,77
PUS10,1.2734,1.6347,2.2195,1.7989,0.737,0.7459,0.9552,0.8461,1.0525,0.9471,34
PUS3,1.2549,1.3725,3.0734,2.6782,0.6233,0.6736,0.6251,0.5946,0.5994,0.5621,24
PUS7,1.1611,1.3274,2.0133,1.8661,0.5468,0.5353,0.5566,0.4816,2.1012,1.5773,48
PUS7L,1.3835,1.7113,2.2264,1.9645,0.5787,0.6229,0.5997,0.5599,1.4473,1.1412,50
PUSL1,0.3858,0.4097,0.3783,0.3385,1.2222,1.1994,2.0046,1.7603,1.232,1.2577,20
PWP1,1.1629,1.286,0.5325,0.5132,1.5629,1.7806,0.7141,0.678,1.8799,1.6223,31
PWP2,0.3692,0.4171,0.3715,0.3761,2.6664,2.8443,0.8024,0.7881,0.8227,0.7971,74
PVR,0.6121,0.5663,0.473,0.4248,1.4672,1.4627,1.5392,1.5256,1.1945,1.1185,43
PVRL1,0.55,0.5107,0.5869,0.633,1.4658,1.4949,1.5396,1.5511,0.9155,0.9284,61
PVRL2,1.1342,1.0231,0.6252,0.6945,1.389,1.3675,1.5441,1.5158,1.0707,1.0288,29
PVRL3,0.5229,0.4916,0.381,0.3849,1.5996,1.5566,1.7727,1.7155,1.0787,1.0773,16
PVRL4,0.5533,0.5575,0.4902,0.4467,1.4775,1.4694,1.7102,1.6238,1.0798,1.0677,159
